Symbol,StartTime,EndTime,"Trades Timestamp","Trades Quantity","Trades Price","Trades Exchange","Trades MarketCenter","Trades SubMarketCenter","Trades TRDI","Trades CanceledIndicator","Trades DOTT","Trades ITY","Trades MSN","Trades OMSN",Outcome,Message,Identity,Delay,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:06.010",100,505.74,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,11263,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:06.010",100,505.74,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,11264,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:06.010",100,505.73,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,11266,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:06.010",100,505.73,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,11267,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:06.010",100,505.73,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,11269,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:34.150",100,505.87,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,12757,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:34.153",100,505.88,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,12758,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:34.153",100,505.88,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,12760,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:34.160",109,505.63,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,12761,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:39.120",100,505.88,"NASDAQ OMX BX, Inc",B," ",@F,,F,Q,13062,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:44.973",100,505.93,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13397,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:44.973",100,505.94,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13407,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:44.977",100,505.94,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13414,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.800",167,506,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13789,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.803",192,506,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13790,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.803",100,506.02,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,13791,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.813",100,506.16,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,13792,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.873",100,506.29,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13796,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.873",106,506.29,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,13797,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.903",100,506.3,"NASDAQ OMX BX, Inc",B," ",@F,,F,Q,13806,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.940",100,506.81,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13811,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:49.970",100,506.89,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13813,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:52.077",100,506.7,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,13890,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:52.137",100,506.75,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,13891,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:52.137",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,13892,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:52.140",100,506.71,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,13893,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:52.140",200,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,13896,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.683",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14302,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.710",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14307,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.717",103,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14308,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.717",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,14310,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.717",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14313,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.720",177,506.72,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,14314,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.723",200,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14316,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.763",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14318,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.763",200,506.72,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,14319,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.767",190,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14320,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:58.870",200,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14338,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:59.417",177,506.72,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,14345,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:32:59.997",100,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14365,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:00.000",200,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14367,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:00.000",177,506.72,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,14368,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:00.003",200,506.72,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14370,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:00.003",100,506.71,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14372,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:00.007",100,506.67,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,14377,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:01.050",100,506.52,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14469,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:01.050",100,506.53,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14472,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:01.053",100,506.55,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,14481,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:22.920",100,506.7,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,16376,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:32.383",100,506.93,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,16879,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:33.597",100,506.93,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,16912,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:33.600",100,506.82,"NASDAQ OMX BX, Inc",B," ",@F,,F,Q,16913,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:33:50.503",107,507,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,17968,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:04.413",100,507,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,18730,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:06.250",100,507.14,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,18786,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:06.263",200,507.06,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,18787,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:06.267",200,507,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,18788,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:06.770",100,506.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,18813,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:20.030",100,507.05,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20181,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:20.103",100,507.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20184,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:20.117",100,506.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20203,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.760",100,506.69,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20511,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.763",100,506.68,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20512,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.763",123,506.67,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20513,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.763",100,506.67,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20514,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.947",100,506.4,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20521,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.947",100,506.4,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20522,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:26.963",100,506.3,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20523,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.017",100,506.11,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20524,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.020",100,506.03,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20525,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.020",100,506.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20527,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.020",100,506.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20528,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.130",100,506.18,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20529,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.147",100,505.88,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20533,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:27.147",100,505.87,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20538,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:30.847",100,506.55,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20660,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:30.847",100,506.59,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,20661,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:30.850",100,506.59,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,20662,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:30.850",100,506.65,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,20663,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:50.140",100,506.29,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,21484,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:52.510",100,506.41,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,21540,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:52.510",100,506.45,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,21543,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:34:56.970",100,506.25,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,21793,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:10.853",100,506.3,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,23048,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:13.223",100,506.47,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,23390,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:25.460",100,506.52,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24657,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:25.507",100,506.52,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24658,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.117",300,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24686,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.117",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24688,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.117",300,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24689,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.117",400,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24690,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.123",300,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24695,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.123",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24696,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.133",100,506.52,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24698,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.133",300,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24699,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.137",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24700,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.580",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24710,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.580",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24711,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.587",100,506.52,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24712,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.603",200,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24716,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.603",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24717,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:26.607",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24718,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:27.090",200,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24734,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:27.090",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24735,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:27.100",200,506.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,24739,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:27.127",100,506.51,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,24741,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:43.883",100,506.3,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,26788,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:35:43.887",100,506.3,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,26791,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:18.543",100,506.01,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,29603,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:20.830",100,506,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,29664,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:20.830",100,506,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,29665,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:20.830",100,505.86,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,29666,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:27.743",100,505.66,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,30314,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:27.743",100,505.66,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,30315,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:27.767",100,505.53,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,30318,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:27.770",100,505.49,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,30319,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:27.873",100,505.49,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,30323,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:27.873",100,505.48,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,30324,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:43.383",100,505.7,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,31542,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:47.950",100,505.7,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,31925,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:47.950",200,505.7,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,31926,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:36:47.957",100,505.7,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,31927,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:07.433",100,505.79,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,33062,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:30.223",141,505.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34423,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:30.223",100,505.52,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,34424,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:30.223",200,505.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34425,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:30.223",152,505.51,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34426,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:30.227",100,505.52,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34428,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:33.100",100,505.52,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34561,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:33.100",100,505.52,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34562,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:33.103",100,505.52,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34563,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:33.103",100,505.52,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,34564,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:40.657",100,505.5,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,35126,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:48.217",100,505.34,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,35970,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:53.087",100,505.34,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,36320,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:37:55.553",100,505.21,"NASDAQ OMX BX, Inc",B," ",@F,,F,Q,36534,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:38:07.913",100,505.34,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,37245,0,Success,,,0,
GOOG,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 09:38:23.640",100,505.35,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,37904,0,Success,,,0,
